aX,aY,aZ,gX,gY,gZ
0.521,-0.171,0.843,2.258,1.282,2.869
0.350,-0.144,0.881,2.014,0.732,2.563
0.484,-0.161,0.831,1.648,0.610,2.380
0.399,-0.164,0.895,1.526,0.366,1.648
0.418,-0.145,0.836,1.282,0.244,1.038
0.455,-0.170,0.899,1.099,0.366,0.305
0.353,-0.129,0.850,1.099,0.610,0.122
0.495,-0.174,0.887,1.465,1.099,0.061
0.317,-0.129,0.865,1.526,1.282,0.305
0.514,-0.175,0.862,1.831,1.343,1.160
0.320,-0.136,0.877,1.709,1.282,1.953
0.495,-0.166,0.839,1.526,1.526,2.991
0.360,-0.152,0.892,1.038,1.099,3.418
0.442,-0.150,0.832,0.793,1.038,3.967
0.422,-0.161,0.896,0.732,1.221,3.967
0.382,-0.128,0.839,0.610,1.099,3.845
0.479,-0.166,0.890,0.916,1.465,3.479
0.336,-0.122,0.854,1.465,1.343,2.930
0.518,-0.172,0.872,2.197,1.282,2.380
0.324,-0.129,0.871,2.441,1.160,1.465
0.518,-0.172,0.849,2.563,1.282,0.793
0.345,-0.146,0.887,2.258,1.221,-0.183
0.478,-0.162,0.836,2.136,1.404,-0.427
0.392,-0.163,0.897,2.136,1.221,-0.427
0.415,-0.147,0.834,1.648,0.793,0.061
0.453,-0.171,0.895,1.465,0.671,0.610
0.354,-0.133,0.847,1.221,0.488,1.465
0.499,-0.178,0.884,1.221,0.916,2.319
0.323,-0.130,0.863,1.160,0.977,2.869
0.520,-0.172,0.861,1.404,1.038,3.601
0.325,-0.132,0.880,1.343,0.793,3.601
0.500,-0.160,0.843,1.465,1.038,3.479
0.367,-0.146,0.895,1.404,1.038,3.052
0.451,-0.146,0.834,1.587,0.916,2.747
0.430,-0.160,0.896,1.709,0.977,2.075
0.395,-0.129,0.835,1.709,0.671,1.831
0.493,-0.164,0.887,1.526,0.549,1.648
0.348,-0.116,0.851,1.282,0.061,1.709
0.525,-0.161,0.875,1.465,-0.244,1.831
0.323,-0.112,0.879,1.526,-0.244,1.892
0.516,-0.148,0.861,2.136,0.244,1.831
0.343,-0.122,0.898,2.869,0.305,1.953
0.480,-0.139,0.844,3.418,0.488,2.014
0.396,-0.141,0.899,3.906,0.488,1.953
0.418,-0.126,0.831,4.089,0.427,2.197
0.459,-0.156,0.887,3.906,0.610,2.258
0.364,-0.117,0.839,3.662,0.183,2.380
0.509,-0.161,0.879,3.723,-0.061,2.747
0.332,-0.116,0.864,3.845,-0.671,3.052
0.524,-0.162,0.864,4.517,-1.221,3.113
0.327,-0.128,0.884,5.188,-1.587,2.686
0.499,-0.164,0.843,5.615,-1.465,2.380
0.360,-0.155,0.895,5.737,-1.526,1.587
0.441,-0.158,0.835,5.615,-1.587,1.099
0.415,-0.178,0.900,5.737,-1.343,0.427
0.377,-0.154,0.839,5.493,-1.343,0.549
0.468,-0.195,0.887,5.737,-1.343,0.732
0.320,-0.153,0.851,5.493,-1.465,1.038
0.496,-0.204,0.868,5.371,-0.977,1.465
0.299,-0.164,0.870,5.066,-1.038,1.709
0.492,-0.205,0.848,4.639,-0.854,2.319
0.317,-0.179,0.887,4.150,-0.916,2.441
0.449,-0.194,0.834,3.479,-0.549,2.747
0.364,-0.195,0.896,3.174,-0.061,2.625
0.391,-0.183,0.834,2.869,0.183,2.869
0.431,-0.209,0.893,2.686,0.549,2.747
0.337,-0.173,0.845,2.686,0.671,2.869
0.483,-0.218,0.880,2.625,0.916,2.625
0.305,-0.170,0.860,2.563,0.854,2.380
0.500,-0.214,0.858,2.380,1.038,2.136
0.308,-0.174,0.877,1.770,1.038,1.526
0.482,-0.199,0.840,1.099,1.099,1.343
0.346,-0.180,0.894,0.793,0.916,0.977
0.427,-0.177,0.836,0.244,0.916,1.160
0.404,-0.189,0.902,0.000,1.282,0.854
0.368,-0.159,0.841,0.000,1.587,1.038
0.465,-0.192,0.889,0.061,2.014,1.343
0.322,-0.144,0.850,-0.183,2.380,1.648
0.505,-0.189,0.868,-0.244,2.563,1.892
0.338,-0.145,0.890,-0.793,2.014,2.747
0.478,-0.157,0.839,-0.488,1.953,3.174
0.392,-0.153,0.902,-0.427,1.587,2.930
0.416,-0.138,0.841,-0.183,1.465,2.991
0.452,-0.164,0.901,0.427,1.648,2.502
0.357,-0.126,0.850,0.916,1.404,2.136
0.501,-0.172,0.884,1.282,1.404,1.831
0.324,-0.126,0.864,1.526,1.038,1.343
0.519,-0.174,0.863,1.770,1.282,1.099
0.321,-0.137,0.880,1.892,1.099,0.916
0.492,-0.168,0.843,1.831,1.343,1.160
0.359,-0.155,0.894,1.770,1.526,0.854
0.444,-0.155,0.837,1.831,1.099,1.465
0.421,-0.169,0.902,2.014,1.038,1.343
0.384,-0.143,0.842,2.319,1.099,2.014
0.480,-0.185,0.891,2.686,1.160,2.258
0.334,-0.145,0.851,2.625,0.854,2.319
0.511,-0.194,0.871,2.502,0.793,2.441
0.314,-0.148,0.872,1.892,0.793,1.892
0.508,-0.185,0.853,1.770,0.916,1.831
0.331,-0.157,0.891,1.587,0.671,1.587
0.465,-0.173,0.839,1.709,0.854,2.014
0.382,-0.175,0.899,1.709,1.038,1.831
0.404,-0.160,0.834,1.587,0.793,2.014
0.439,-0.186,0.893,1.526,0.977,1.831
0.343,-0.147,0.842,1.404,1.160,1.892
0.488,-0.192,0.878,1.160,1.282,1.953
0.309,-0.143,0.859,1.160,1.160,2.014
0.506,-0.188,0.858,1.282,1.343,2.136
0.313,-0.149,0.882,1.282,1.160,1.770
0.487,-0.177,0.845,1.221,1.282,2.136
0.354,-0.162,0.896,1.343,1.221,1.831
0.441,-0.161,0.835,1.526,1.343,1.953
0.418,-0.175,0.897,1.526,1.343,1.892
0.382,-0.148,0.839,1.404,1.099,2.014
0.478,-0.185,0.891,1.343,1.038,1.892
0.336,-0.137,0.855,1.099,0.793,1.770
0.515,-0.182,0.875,1.221,0.732,1.831
0.320,-0.136,0.872,1.343,0.427,1.831
0.514,-0.176,0.853,1.404,0.488,2.319
0.337,-0.149,0.889,1.526,-0.061,2.136
0.470,-0.166,0.840,1.465,0.305,2.075
0.384,-0.166,0.901,1.343,0.488,1.648
0.408,-0.149,0.838,1.282,0.610,1.465
0.445,-0.178,0.897,1.770,0.854,1.160
0.352,-0.142,0.845,1.953,0.671,1.343
0.493,-0.188,0.881,2.197,0.366,1.465
0.312,-0.142,0.861,2.319,0.305,1.526
0.509,-0.189,0.861,2.502,0.793,1.526
0.312,-0.151,0.882,2.563,0.488,1.404
0.484,-0.181,0.845,2.563,0.793,1.709
0.349,-0.167,0.896,2.686,0.977,1.465
0.435,-0.169,0.835,2.808,0.854,1.648
0.409,-0.183,0.896,2.563,0.610,1.587
0.373,-0.158,0.835,2.014,0.610,1.709
0.467,-0.196,0.885,1.648,0.854,1.465
0.321,-0.152,0.852,1.160,0.732,1.526
0.498,-0.196,0.872,1.038,1.221,1.465
0.304,-0.149,0.874,1.038,1.221,1.465
0.497,-0.188,0.855,1.404,1.404,1.892
0.323,-0.163,0.890,1.648,1.648,2.258
0.464,-0.182,0.838,1.709,1.953,2.686
0.382,-0.182,0.895,1.465,1.892,2.930
0.411,-0.164,0.830,1.038,1.221,3.052
0.446,-0.187,0.891,0.671,1.343,2.930
0.353,-0.148,0.845,0.305,1.221,2.625
0.493,-0.189,0.884,0.488,1.282,2.380
0.315,-0.141,0.865,0.549,1.221,2.014
0.515,-0.186,0.864,0.854,1.465,1.648
0.320,-0.147,0.881,0.977,1.160,1.465
0.496,-0.176,0.845,1.038,1.160,1.465
0.361,-0.161,0.895,0.854,1.099,0.916
0.444,-0.159,0.835,0.732,0.916,1.343
0.415,-0.170,0.900,0.671,0.793,1.465
0.377,-0.146,0.840,0.916,0.793,1.831
0.471,-0.183,0.893,0.916,0.977,1.709
0.326,-0.137,0.857,0.916,0.854,1.709
0.505,-0.180,0.877,1.404,1.099,1.770
0.311,-0.135,0.875,1.465,1.343,1.587
0.506,-0.175,0.856,2.014,1.343,1.709
0.332,-0.148,0.889,2.319,1.038,1.526
0.470,-0.166,0.836,2.502,1.099,1.831
0.384,-0.170,0.893,2.625,0.977,2.014
0.410,-0.159,0.832,2.319,0.854,1.892
0.445,-0.186,0.891,2.014,0.793,1.465
0.350,-0.148,0.842,1.648,0.610,1.404
0.491,-0.191,0.880,1.526,0.610,1.282
0.312,-0.146,0.864,1.282,0.610,1.038
0.506,-0.192,0.868,1.282,0.793,0.977
0.311,-0.153,0.887,1.404,0.916,0.916
0.487,-0.182,0.850,1.404,1.465,1.221
0.352,-0.169,0.896,1.709,1.587,1.160
0.438,-0.170,0.834,1.709,1.526,1.526
0.414,-0.182,0.896,1.648,1.526,1.953
0.381,-0.155,0.835,1.282,1.282,2.258
0.474,-0.192,0.886,1.404,0.916,2.502
0.330,-0.148,0.849,1.160,0.549,2.747
0.506,-0.194,0.870,1.038,0.793,2.747
0.311,-0.147,0.872,0.610,0.916,2.380
0.505,-0.183,0.853,0.610,1.038,2.014
0.330,-0.153,0.895,0.671,0.916,1.648
0.463,-0.164,0.841,0.793,1.038,1.709
0.378,-0.162,0.904,1.038,1.099,1.404
0.404,-0.148,0.842,1.465,1.221,1.648
0.440,-0.178,0.897,2.075,1.465,1.648
0.349,-0.145,0.845,2.563,1.282,1.709
0.493,-0.192,0.876,2.686,1.404,1.892
0.314,-0.149,0.854,2.319,1.160,2.014
0.511,-0.194,0.856,2.014,1.282,2.136
0.315,-0.157,0.876,1.404,1.221,1.892
0.490,-0.185,0.843,0.977,1.282,2.014
0.355,-0.165,0.894,0.854,0.916,1.892
0.439,-0.163,0.840,0.793,0.610,2.197
0.412,-0.176,0.904,1.099,0.977,2.136
0.378,-0.152,0.844,1.526,1.099,2.502
0.470,-0.191,0.893,2.136,1.343,2.380
0.330,-0.149,0.852,2.014,1.282,2.136
0.510,-0.197,0.870,1.709,1.587,1.831
0.313,-0.150,0.867,1.221,1.160,1.404
0.508,-0.187,0.849,0.793,1.282,1.587
0.345,-0.145,0.844,1.099,1.038,1.770
0.492,-0.188,0.880,1.343,1.343,1.831
0.315,-0.141,0.863,1.343,0.854,1.892
0.514,-0.186,0.864,1.404,1.099,2.136
0.317,-0.150,0.882,1.709,1.160,2.075
0.492,-0.181,0.846,2.014,0.916,2.258
0.353,-0.168,0.893,1.892,1.038,1.953
0.441,-0.170,0.836,1.526,1.221,1.709
0.414,-0.181,0.898,1.221,1.221,1.099
0.382,-0.151,0.841,0.916,0.977,1.038
0.471,-0.185,0.895,1.038,0.916,1.099
0.326,-0.143,0.856,1.282,1.038,1.221
0.503,-0.193,0.874,1.770,1.343,1.343
0.309,-0.148,0.869,1.709,1.404,1.404
0.512,-0.186,0.847,1.526,1.343,1.892
0.336,-0.152,0.884,1.160,0.305,2.319
0.476,-0.167,0.838,1.038,0.000,2.930
0.383,-0.165,0.901,1.038,0.000,2.930
0.408,-0.151,0.842,1.282,0.244,2.869
0.439,-0.181,0.902,1.709,0.732,2.319
0.348,-0.146,0.849,1.892,1.038,1.770
0.489,-0.191,0.883,2.136,1.343,1.038
0.310,-0.145,0.860,1.831,1.160,0.549
0.505,-0.191,0.861,1.831,1.404,0.549
0.313,-0.153,0.878,1.526,1.465,0.610
0.491,-0.178,0.842,1.709,1.221,1.282
0.352,-0.161,0.891,1.892,0.732,1.892
0.438,-0.163,0.833,1.953,0.610,2.625
0.405,-0.179,0.899,1.831,0.549,2.869
0.374,-0.153,0.840,1.831,0.610,2.747
0.467,-0.193,0.892,2.014,0.916,2.380
0.328,-0.148,0.854,1.770,0.854,2.136
0.505,-0.195,0.874,1.892,1.160,1.953
0.311,-0.149,0.871,1.709,1.160,1.465
0.506,-0.190,0.853,1.831,1.343,1.465
0.329,-0.159,0.889,1.892,1.221,1.099
0.469,-0.175,0.840,1.709,1.160,1.343
0.381,-0.174,0.898,1.892,1.099,1.526
0.411,-0.160,0.835,1.953,0.793,1.953
0.442,-0.186,0.895,1.953,0.671,2.136
0.351,-0.151,0.844,1.953,0.671,2.258
0.489,-0.194,0.882,1.953,0.916,2.258
0.312,-0.147,0.861,1.770,0.916,2.014
0.507,-0.193,0.862,1.648,1.282,1.770
0.312,-0.152,0.880,1.404,1.099,1.465
0.488,-0.180,0.844,1.587,1.160,1.648
0.348,-0.162,0.893,1.526,1.221,1.465
0.440,-0.164,0.836,1.526,1.282,1.770
0.406,-0.179,0.898,1.770,1.221,1.709
0.375,-0.153,0.837,1.526,1.221,2.014
0.466,-0.188,0.889,1.648,1.099,1.831
0.326,-0.144,0.853,1.709,1.099,2.014
0.504,-0.191,0.873,1.953,1.160,2.258
0.309,-0.147,0.872,2.075,0.977,2.319
0.507,-0.187,0.853,2.075,1.160,2.625
0.333,-0.158,0.886,2.136,1.038,2.258
0.473,-0.173,0.836,1.892,0.916,2.197
0.383,-0.169,0.897,1.587,0.854,1.831
0.412,-0.154,0.835,1.465,0.854,1.648
0.444,-0.178,0.898,1.709,0.854,1.343
0.355,-0.137,0.849,2.136,0.671,1.465
0.499,-0.182,0.886,2.747,0.977,1.770
0.326,-0.134,0.865,2.869,0.732,1.770
0.526,-0.177,0.868,3.052,0.671,2.258
0.336,-0.132,0.886,3.052,0.305,2.747
0.515,-0.155,0.849,2.869,0.061,3.357
0.376,-0.131,0.900,2.686,-0.183,3.479
0.464,-0.129,0.840,2.686,-0.244,3.784
0.429,-0.137,0.901,2.991,-0.366,3.601
0.394,-0.101,0.842,3.174,-0.916,3.784
0.479,-0.133,0.895,3.784,-1.221,3.601
0.336,-0.090,0.859,4.761,-1.526,3.540
0.511,-0.140,0.879,6.104,-1.404,3.479
0.319,-0.103,0.879,7.812,-1.709,3.357
0.513,-0.156,0.853,9.094,-1.648,3.540
0.341,-0.139,0.885,9.644,-1.770,3.235
0.480,-0.165,0.829,10.132,-1.953,2.991
0.386,-0.160,0.891,10.010,-2.625,2.625
0.410,-0.156,0.828,9.338,-2.869,2.808
0.435,-0.184,0.895,9.155,-2.991,2.502
0.337,-0.153,0.856,9.521,-3.113,2.258
0.468,-0.202,0.883,10.315,-2.747,2.258
0.298,-0.164,0.873,11.108,-2.441,2.319
0.484,-0.216,0.859,11.963,-2.075,2.991
0.294,-0.197,0.880,11.963,-2.014,3.479
0.468,-0.233,0.833,11.719,-1.709,4.028
0.331,-0.224,0.887,11.169,-1.465,4.028
0.421,-0.227,0.827,10.193,-1.282,4.272
0.392,-0.243,0.892,9.521,-1.160,4.211
0.358,-0.222,0.837,8.667,-1.526,4.395
0.444,-0.260,0.885,8.423,-1.465,4.028
0.303,-0.223,0.854,7.935,-1.282,3.357
0.472,-0.268,0.866,7.507,-0.916,2.441
0.281,-0.227,0.871,6.775,-0.793,1.648
0.471,-0.263,0.844,6.165,-0.671,1.282
0.292,-0.237,0.885,5.371,-0.671,0.854
0.428,-0.248,0.831,4.578,-0.366,0.916
0.339,-0.245,0.896,4.272,0.000,0.366
0.366,-0.229,0.833,3.845,0.366,0.671
0.400,-0.252,0.891,3.662,1.038,0.793
0.312,-0.215,0.839,3.418,1.282,1.221
0.455,-0.255,0.873,3.113,1.892,1.831
0.286,-0.211,0.855,2.502,2.197,2.197
0.484,-0.256,0.854,1.953,2.319,2.686
0.296,-0.217,0.877,1.221,2.441,2.319
0.476,-0.243,0.841,0.793,2.747,2.319
0.343,-0.222,0.894,0.305,2.563,1.953
0.434,-0.219,0.836,0.061,2.441,2.075
0.405,-0.230,0.900,-0.244,2.319,2.014
0.372,-0.202,0.842,-0.366,2.441,2.136
0.465,-0.233,0.892,-0.488,2.502,2.136
0.325,-0.183,0.857,-0.610,1.953,2.197
0.500,-0.222,0.874,-0.916,1.648,2.380
0.304,-0.171,0.874,-1.099,1.404,2.441
0.495,-0.206,0.855,-0.854,1.465,2.686
0.319,-0.176,0.890,-0.732,1.343,2.380
0.457,-0.191,0.839,-0.122,1.709,2.258
0.367,-0.191,0.896,0.427,1.953,1.709
0.400,-0.181,0.831,0.610,2.136,1.648
0.434,-0.209,0.891,0.732,2.136,1.099
0.299,-0.166,0.861,0.183,1.587,0.793
0.463,-0.203,0.866,0.427,1.587,1.099
0.385,-0.184,0.864,0.793,1.099,1.709
0.393,-0.184,0.866,1.160,1.160,2.136
0.417,-0.190,0.864,1.404,1.587,2.319
0.362,-0.178,0.870,1.587,1.770,2.319
0.453,-0.197,0.857,1.587,1.709,2.441
0.355,-0.179,0.881,1.770,1.892,2.380
0.445,-0.193,0.847,1.892,1.953,2.441
0.382,-0.197,0.893,2.319,1.831,2.258
0.403,-0.191,0.842,2.625,2.136,2.136
0.436,-0.219,0.889,2.991,1.892,1.953
0.350,-0.190,0.847,2.686,1.221,1.892
0.478,-0.233,0.875,2.380,1.465,1.770
0.312,-0.191,0.858,2.014,1.343,1.648
0.498,-0.230,0.859,1.953,1.343,1.648
0.309,-0.194,0.882,1.770,0.793,1.648
0.476,-0.224,0.845,2.014,0.916,1.770
0.340,-0.213,0.896,2.258,0.977,1.709
0.422,-0.217,0.835,2.075,0.977,1.831
0.394,-0.230,0.895,1.770,1.160,1.526
0.363,-0.202,0.835,0.977,1.404,1.587
0.457,-0.235,0.883,0.671,1.465,1.709
0.315,-0.186,0.849,0.122,1.343,2.075
0.489,-0.224,0.871,-0.244,1.404,2.747
0.293,-0.173,0.875,-0.183,1.404,3.113
0.487,-0.211,0.856,0.427,1.892,3.296
0.317,-0.184,0.892,0.916,2.014,3.174
0.455,-0.202,0.837,1.465,2.441,3.296
0.371,-0.203,0.893,1.648,2.563,2.625
0.399,-0.189,0.826,1.526,2.747,2.319
0.439,-0.216,0.885,1.221,2.747,1.587
0.347,-0.178,0.840,0.977,2.319,1.465
0.489,-0.218,0.877,1.160,2.136,1.221
0.311,-0.172,0.862,1.221,1.831,1.160
0.504,-0.217,0.862,1.709,1.831,1.343
0.309,-0.182,0.886,1.770,1.770,1.160
0.485,-0.212,0.847,1.770,1.892,1.343
0.353,-0.198,0.897,1.770,1.587,1.160
0.438,-0.198,0.834,1.587,1.587,1.465
0.413,-0.213,0.896,1.404,1.648,1.587
0.375,-0.186,0.836,1.160,1.709,1.831
0.466,-0.224,0.885,0.977,1.770,2.075
0.319,-0.179,0.849,0.671,1.526,2.136
0.496,-0.226,0.867,0.854,1.892,2.258
0.301,-0.181,0.869,0.732,1.831,2.075
0.495,-0.217,0.850,0.793,1.953,2.197
0.326,-0.190,0.887,1.099,2.136,2.014
0.464,-0.203,0.833,1.160,1.831,2.380
0.380,-0.201,0.894,1.282,1.160,2.258
0.403,-0.187,0.833,1.343,1.099,2.197
0.441,-0.216,0.895,1.404,1.160,1.831
0.344,-0.178,0.847,1.709,0.793,1.709
0.487,-0.223,0.880,1.892,1.038,1.343
0.307,-0.179,0.863,1.892,0.977,0.854
0.500,-0.225,0.860,1.953,1.343,0.732
0.305,-0.188,0.880,1.831,1.221,0.549
0.479,-0.217,0.838,1.648,1.648,0.977
0.345,-0.201,0.889,1.587,1.709,1.282
0.431,-0.200,0.830,1.465,1.526,1.892
0.406,-0.215,0.892,1.465,1.465,2.502
0.370,-0.189,0.835,1.343,1.160,3.418
0.465,-0.228,0.886,1.282,1.343,3.662
0.322,-0.184,0.854,0.854,1.282,3.784
0.506,-0.230,0.872,0.793,1.526,3.479
0.315,-0.182,0.873,0.916,1.160,2.869
0.509,-0.216,0.851,0.793,0.977,2.686
0.334,-0.188,0.889,0.488,0.671,2.014
0.465,-0.201,0.836,0.488,0.793,1.465
0.376,-0.199,0.895,0.793,0.854,0.916
0.394,-0.185,0.832,0.854,0.854,0.732
0.429,-0.212,0.891,1.099,1.099,0.427
0.331,-0.175,0.841,1.343,1.160,0.671
0.479,-0.219,0.875,1.648,1.465,0.977
0.302,-0.175,0.858,1.709,1.282,1.343
0.498,-0.222,0.855,1.770,1.465,2.197
0.307,-0.185,0.874,1.648,1.465,2.441
0.484,-0.213,0.837,1.282,1.526,2.869
0.350,-0.195,0.891,1.038,1.282,2.747
0.435,-0.192,0.834,0.854,1.343,2.625
0.409,-0.205,0.900,0.977,1.099,2.136
0.369,-0.178,0.843,1.099,1.099,2.136
0.465,-0.217,0.891,1.709,1.404,1.709
0.319,-0.177,0.853,2.014,1.587,1.343
0.500,-0.226,0.867,2.380,1.648,1.221
0.303,-0.186,0.867,2.197,1.526,1.099
0.496,-0.227,0.846,1.770,1.709,1.404
0.329,-0.200,0.885,1.221,1.770,1.404
0.467,-0.210,0.835,1.038,1.404,2.014
0.385,-0.207,0.896,0.854,0.854,2.441
0.409,-0.192,0.836,0.916,0.427,3.113
0.446,-0.220,0.895,1.038,0.854,2.930
0.349,-0.181,0.846,0.916,0.732,2.991
0.496,-0.226,0.881,1.099,0.977,2.563
0.317,-0.178,0.864,1.221,0.793,1.770
0.514,-0.222,0.861,1.221,0.671,1.343
0.316,-0.184,0.879,1.282,0.366,0.732
0.484,-0.210,0.841,1.282,0.366,0.366
0.346,-0.195,0.893,1.221,0.305,-0.061
0.423,-0.196,0.831,1.221,0.427,0.488
0.397,-0.211,0.891,1.343,0.488,0.366
0.359,-0.186,0.832,1.465,0.671,0.916
0.455,-0.223,0.881,1.282,0.671,1.404
0.310,-0.179,0.848,0.977,0.549,1.953
0.491,-0.224,0.866,0.916,0.854,2.441
0.295,-0.177,0.870,0.854,0.854,2.563
0.488,-0.215,0.853,1.038,1.160,2.808
0.317,-0.189,0.891,1.526,1.587,2.502
0.453,-0.206,0.838,1.892,1.953,2.625
0.380,-0.209,0.894,2.136,2.014,2.319
0.406,-0.196,0.829,2.075,1.648,2.319
0.446,-0.226,0.886,1.648,1.404,2.075
0.349,-0.189,0.838,0.916,1.038,1.831
0.492,-0.231,0.875,0.549,0.916,1.526
0.309,-0.181,0.862,0.061,0.427,1.160
0.503,-0.221,0.862,-0.183,0.488,1.160
0.303,-0.181,0.887,-0.122,0.671,0.793
0.473,-0.209,0.851,0.305,0.977,1.038
0.339,-0.196,0.900,0.977,1.648,1.221
0.423,-0.195,0.835,1.282,2.014,1.770
0.371,-0.184,0.829,1.282,2.258,2.625
0.471,-0.221,0.879,0.916,1.709,3.235
0.325,-0.174,0.848,0.488,1.038,3.418
0.507,-0.219,0.868,0.305,1.099,3.418
0.311,-0.173,0.874,0.427,0.793,2.991
0.504,-0.211,0.855,0.793,0.732,2.625
0.333,-0.184,0.892,1.160,0.549,1.648
0.466,-0.200,0.838,1.709,0.549,1.160
0.384,-0.204,0.895,2.014,0.549,0.549
0.404,-0.192,0.831,1.892,0.610,0.061
0.442,-0.221,0.889,1.709,0.671,-0.244
0.340,-0.183,0.842,1.282,0.488,-0.122
0.484,-0.226,0.877,0.977,0.732,0.122
0.302,-0.177,0.861,0.671,0.610,0.549
0.498,-0.217,0.864,0.549,0.793,1.282
0.302,-0.177,0.885,0.549,0.854,1.770
0.472,-0.204,0.847,0.854,1.343,2.808
0.344,-0.189,0.896,1.282,1.465,3.052
0.426,-0.189,0.835,1.648,1.526,3.357
0.407,-0.207,0.894,2.014,1.343,3.296
0.365,-0.180,0.834,2.014,1.282,3.418
0.463,-0.220,0.881,2.014,1.465,2.991
0.315,-0.178,0.846,1.892,1.404,2.441
0.504,-0.227,0.862,1.709,1.648,1.953
0.310,-0.183,0.867,1.709,0.854,1.587
0.501,-0.220,0.847,1.526,0.610,1.648
0.330,-0.196,0.888,1.343,0.610,1.221
0.459,-0.210,0.839,1.526,0.732,1.221
0.375,-0.210,0.900,1.404,0.610,0.916
0.396,-0.193,0.840,1.404,1.038,0.977
0.438,-0.219,0.897,1.404,1.465,1.038
0.338,-0.182,0.850,1.526,1.404,1.587
0.485,-0.227,0.882,1.709,1.831,2.075
0.309,-0.182,0.861,1.526,1.953,2.563
0.509,-0.224,0.855,1.282,1.648,3.052
0.314,-0.182,0.875,0.916,0.916,3.235
0.485,-0.207,0.837,0.610,1.038,3.540
0.351,-0.192,0.891,0.732,0.854,3.113
0.429,-0.189,0.833,0.732,0.610,2.808
0.409,-0.204,0.896,1.099,0.854,2.075
0.366,-0.177,0.839,1.160,0.671,1.465
0.463,-0.217,0.887,1.587,0.732,0.977
0.314,-0.177,0.854,1.709,1.099,0.305
0.495,-0.225,0.868,2.014,1.526,0.000
0.299,-0.182,0.870,1.831,1.465,0.061
0.494,-0.222,0.848,1.831,1.587,0.427
0.323,-0.194,0.886,1.648,1.343,0.916
0.459,-0.208,0.834,1.160,1.343,2.014
0.380,-0.209,0.896,0.916,0.854,2.808
0.401,-0.192,0.836,0.610,0.549,3.540
0.445,-0.220,0.894,0.427,0.671,3.540
0.345,-0.178,0.847,0.305,0.549,3.418
0.492,-0.216,0.884,0.488,0.854,2.930
0.313,-0.167,0.868,0.793,0.977,2.136
0.510,-0.211,0.864,1.404,1.221,1.587
0.315,-0.175,0.884,1.892,0.977,1.038
0.487,-0.206,0.842,2.380,1.221,0.854
0.353,-0.196,0.888,2.563,1.282,0.305
0.432,-0.197,0.826,2.502,0.732,0.305
0.413,-0.213,0.888,2.014,0.488,0.183
0.367,-0.186,0.834,1.587,0.122,0.549
0.464,-0.225,0.886,1.160,0.000,0.854
0.313,-0.179,0.856,0.916,-0.122,1.221
0.489,-0.224,0.873,1.221,0.183,1.648
0.293,-0.179,0.876,1.160,0.549,1.648
0.489,-0.219,0.854,1.343,0.977,1.831
0.319,-0.194,0.892,1.587,0.916,1.831
0.452,-0.208,0.837,1.709,1.221,2.197
0.372,-0.211,0.893,1.770,1.648,2.075
0.394,-0.197,0.828,1.648,1.770,2.380
0.441,-0.225,0.887,1.282,1.526,2.258
0.339,-0.185,0.839,0.977,0.793,2.502
0.487,-0.225,0.873,0.854,0.916,2.441
0.305,-0.177,0.858,0.488,0.732,2.258
0.500,-0.220,0.859,0.366,0.793,2.014
0.307,-0.181,0.880,0.366,0.671,1.587
0.478,-0.207,0.844,0.793,0.977,1.343
0.346,-0.192,0.899,1.038,1.038,0.732
0.426,-0.192,0.837,1.282,1.343,0.793
0.405,-0.209,0.898,1.709,1.404,0.854
0.362,-0.183,0.837,1.892,1.587,1.160
0.467,-0.222,0.884,1.953,2.014,1.526
0.319,-0.178,0.852,1.709,1.404,1.953
0.501,-0.225,0.867,1.526,1.343,2.502
0.303,-0.178,0.871,1.343,1.343,2.563
0.500,-0.215,0.849,1.282,1.526,2.747
0.333,-0.188,0.890,1.221,1.343,2.686
0.463,-0.203,0.839,1.404,1.099,2.747
0.384,-0.208,0.897,1.404,0.671,2.380
0.402,-0.193,0.834,1.465,0.671,2.197
0.442,-0.222,0.891,1.282,0.671,1.648
0.340,-0.187,0.842,0.916,0.549,1.160
0.484,-0.228,0.878,0.916,0.793,0.793
0.301,-0.180,0.863,0.732,0.916,0.549
0.496,-0.222,0.860,0.732,1.099,0.732
0.302,-0.182,0.880,0.793,1.099,0.916
0.475,-0.209,0.841,1.221,1.282,1.465
0.345,-0.197,0.893,1.221,1.343,1.892
0.425,-0.196,0.832,1.160,1.282,2.502
0.405,-0.210,0.896,1.099,1.099,2.625
0.365,-0.182,0.839,0.977,1.160,2.747
0.467,-0.219,0.887,1.099,1.465,2.625
0.318,-0.173,0.853,1.221,1.221,2.319
0.501,-0.219,0.869,1.282,1.282,2.197
0.304,-0.176,0.871,1.404,1.160,1.892
0.497,-0.215,0.850,1.587,1.343,1.587
0.325,-0.190,0.888,1.709,1.282,1.160
0.456,-0.206,0.837,1.892,1.648,0.977
0.377,-0.207,0.896,1.770,1.892,0.732
0.399,-0.192,0.833,1.465,1.648,0.916
0.443,-0.219,0.893,1.282,1.221,1.160
0.340,-0.180,0.845,1.099,0.671,1.709
0.489,-0.223,0.879,1.099,0.854,2.014
0.308,-0.176,0.862,0.977,0.305,2.502
0.501,-0.219,0.860,1.160,0.427,2.991
0.308,-0.182,0.880,0.977,0.488,2.625
0.479,-0.211,0.843,1.221,0.977,2.686
