aX,aY,aZ,gX,gY,gZ
0.468,-0.169,0.889,5.554,1.404,0.244
0.310,-0.131,0.856,4.639,1.282,-0.244
0.492,-0.181,0.868,3.662,1.587,-0.793
0.291,-0.139,0.878,2.625,1.404,-1.282
0.484,-0.172,0.851,1.831,1.770,-1.160
0.313,-0.143,0.901,1.038,1.831,-1.221
0.444,-0.150,0.846,0.732,2.014,-0.549
0.367,-0.148,0.915,0.366,2.075,0.122
0.385,-0.124,0.854,0.549,2.136,1.343
0.427,-0.151,0.919,1.282,2.380,2.441
0.328,-0.115,0.868,1.892,2.869,3.906
0.483,-0.161,0.896,2.747,3.723,4.700
0.307,-0.117,0.876,3.479,3.967,5.432
0.511,-0.163,0.866,3.784,3.845,5.859
0.322,-0.126,0.889,3.113,3.723,5.615
0.501,-0.153,0.843,2.625,3.418,5.249
0.367,-0.142,0.901,2.197,2.930,4.395
0.451,-0.141,0.835,1.526,2.258,3.845
0.424,-0.157,0.905,1.221,1.770,2.625
0.386,-0.127,0.842,0.671,1.343,1.587
0.478,-0.165,0.895,0.427,1.282,0.549
0.327,-0.118,0.859,0.183,0.610,-0.305
0.502,-0.161,0.878,0.671,0.854,-0.671
0.298,-0.116,0.881,0.793,0.977,-0.671
0.491,-0.154,0.858,1.343,1.221,-0.122
0.310,-0.123,0.895,1.892,1.282,-0.061
0.453,-0.136,0.839,2.136,1.465,0.793
0.360,-0.138,0.903,2.380,1.343,1.343
0.390,-0.125,0.839,2.136,1.038,2.197
0.418,-0.153,0.907,1.831,1.038,2.808
0.328,-0.117,0.857,1.526,1.465,3.113
0.472,-0.162,0.895,1.526,1.831,3.357
0.296,-0.115,0.870,1.404,1.526,3.357
0.494,-0.160,0.865,1.465,1.587,3.479
0.296,-0.120,0.879,1.282,1.831,2.991
0.477,-0.145,0.838,0.854,2.136,2.502
0.330,-0.127,0.892,0.732,2.136,1.709
0.425,-0.128,0.830,0.793,2.319,1.465
0.389,-0.141,0.901,1.038,2.808,1.038
0.367,-0.117,0.838,1.099,3.174,1.160
0.455,-0.155,0.895,1.221,3.784,1.343
0.324,-0.114,0.859,1.038,3.723,1.648
0.500,-0.158,0.879,1.160,4.089,2.197
0.306,-0.116,0.882,0.854,4.089,2.380
0.511,-0.155,0.863,0.488,4.211,2.930
0.332,-0.122,0.905,0.366,4.150,2.869
0.484,-0.139,0.850,0.305,4.150,3.418
0.389,-0.137,0.912,0.488,3.906,3.601
0.435,-0.123,0.841,0.549,3.479,4.028
0.454,-0.144,0.903,0.793,3.113,3.967
0.376,-0.108,0.847,0.854,2.869,3.845
0.509,-0.150,0.888,1.099,2.930,3.296
0.338,-0.105,0.864,1.404,2.380,2.747
0.532,-0.150,0.867,1.831,1.953,2.136
0.334,-0.111,0.886,2.014,1.709,1.038
0.517,-0.142,0.855,2.136,1.465,0.244
0.359,-0.124,0.907,2.441,1.099,-0.305
0.460,-0.129,0.844,2.808,1.038,-0.549
0.411,-0.144,0.909,2.991,0.916,-0.916
0.395,-0.123,0.841,2.991,0.488,-0.549
0.464,-0.161,0.897,2.686,0.122,-0.183
0.334,-0.122,0.853,1.953,-0.305,0.244
0.496,-0.168,0.883,1.648,-0.244,0.854
0.299,-0.120,0.878,1.221,0.000,1.343
0.498,-0.160,0.864,1.404,0.549,2.014
0.312,-0.126,0.892,1.465,0.916,2.319
0.472,-0.150,0.839,1.709,0.732,3.174
0.359,-0.148,0.899,1.587,0.793,3.418
0.422,-0.143,0.829,1.282,0.854,3.479
0.430,-0.166,0.894,0.916,0.732,2.991
0.363,-0.129,0.837,0.305,0.061,2.747
0.484,-0.167,0.885,-0.244,0.183,2.075
0.299,-0.111,0.883,-1.404,0.244,0.000
0.490,-0.141,0.853,-1.099,0.366,0.000
0.326,-0.115,0.905,-0.610,0.244,-0.061
0.442,-0.120,0.846,0.244,0.854,0.549
0.377,-0.130,0.910,1.282,1.526,0.854
0.382,-0.111,0.839,1.648,1.892,1.587
0.446,-0.146,0.896,2.075,2.075,2.197
0.329,-0.106,0.849,2.136,1.831,2.991
0.490,-0.151,0.881,1.831,2.686,3.418
0.303,-0.105,0.873,1.587,3.113,3.540
0.509,-0.151,0.864,2.014,3.479,3.845
0.322,-0.118,0.891,2.014,2.869,3.967
0.492,-0.143,0.841,2.075,2.747,4.272
0.370,-0.135,0.898,1.709,2.197,3.784
0.443,-0.129,0.829,1.038,1.831,3.784
0.436,-0.147,0.897,0.732,1.221,3.174
0.381,-0.112,0.841,0.488,0.610,2.930
0.487,-0.150,0.897,0.549,0.366,2.441
0.328,-0.105,0.868,1.099,0.427,1.587
0.512,-0.155,0.882,2.136,0.732,1.038
0.309,-0.115,0.884,2.869,0.854,0.366
0.504,-0.158,0.854,3.113,1.221,-0.061
0.334,-0.140,0.892,2.869,1.221,-0.671
0.463,-0.152,0.834,2.380,1.221,-0.610
0.390,-0.156,0.903,1.648,1.282,-0.671
0.406,-0.135,0.839,1.099,1.160,-0.122
0.448,-0.164,0.902,0.732,0.916,0.793
0.342,-0.121,0.852,0.305,0.977,1.526
0.491,-0.162,0.886,0.244,1.221,2.136
0.304,-0.111,0.870,0.183,1.038,2.869
0.507,-0.154,0.864,0.244,1.526,3.357
0.313,-0.115,0.887,0.244,1.404,3.723
0.487,-0.138,0.845,0.427,1.099,4.333
0.351,-0.127,0.901,0.671,0.977,4.089
0.430,-0.126,0.837,0.671,1.404,3.662
0.415,-0.145,0.903,0.916,1.953,2.930
0.374,-0.114,0.839,0.854,1.770,2.563
0.473,-0.151,0.887,0.977,1.282,2.075
0.326,-0.104,0.850,0.671,1.160,1.648
0.510,-0.148,0.870,0.671,1.343,1.343
0.309,-0.102,0.877,0.854,1.099,1.099
0.503,-0.140,0.857,1.404,1.282,1.221
0.324,-0.113,0.900,1.953,1.526,0.854
0.458,-0.129,0.846,2.380,2.136,0.854
0.372,-0.134,0.909,2.869,2.747,0.793
0.404,-0.123,0.839,2.991,2.991,1.343
0.442,-0.155,0.899,2.991,3.174,1.831
0.353,-0.117,0.841,2.441,3.052,2.319
0.499,-0.164,0.879,1.831,2.808,2.869
0.319,-0.116,0.860,1.282,2.502,3.540
0.523,-0.161,0.860,0.793,2.625,3.784
0.326,-0.118,0.884,0.671,1.892,3.540
0.505,-0.141,0.844,0.977,1.343,3.784
0.360,-0.124,0.899,1.038,1.099,3.357
0.447,-0.127,0.839,1.221,0.916,2.991
0.414,-0.143,0.907,1.648,1.282,2.075
0.387,-0.120,0.844,1.953,1.221,1.648
0.480,-0.160,0.897,2.319,0.916,1.160
0.341,-0.118,0.855,2.441,0.549,0.671
0.517,-0.164,0.873,2.441,0.732,0.488
0.318,-0.121,0.872,1.953,0.488,0.244
0.510,-0.162,0.854,1.343,0.427,0.366
0.328,-0.133,0.893,0.793,0.549,0.366
0.478,-0.145,0.844,0.488,0.610,0.793
0.377,-0.137,0.911,0.488,0.000,1.099
0.413,-0.122,0.846,0.488,0.000,1.648
0.435,-0.150,0.907,1.099,0.977,1.709
0.347,-0.116,0.848,1.648,1.404,1.770
0.481,-0.157,0.886,1.953,2.014,1.526
0.308,-0.111,0.859,1.770,2.197,1.343
0.512,-0.155,0.860,1.343,2.380,1.343
0.320,-0.109,0.878,1.282,1.465,1.770
0.499,-0.137,0.848,1.831,0.671,2.747
0.348,-0.122,0.901,2.136,0.793,3.174
0.447,-0.130,0.838,2.625,1.465,3.418
0.400,-0.145,0.903,3.174,1.587,2.930
0.389,-0.121,0.835,2.808,1.953,2.747
0.475,-0.156,0.890,2.319,1.526,2.319
0.345,-0.110,0.850,1.587,0.244,2.319
0.516,-0.156,0.879,1.160,0.427,2.197
0.318,-0.113,0.877,0.977,0.488,1.892
0.515,-0.156,0.865,1.343,0.854,1.709
0.324,-0.124,0.896,1.526,1.099,1.282
0.475,-0.144,0.841,1.648,1.465,1.221
0.370,-0.141,0.898,1.343,1.587,0.732
0.421,-0.130,0.829,0.977,1.221,0.854
0.430,-0.154,0.896,1.160,0.977,0.916
0.359,-0.117,0.841,1.099,0.916,1.587
0.484,-0.160,0.888,1.526,0.854,2.136
0.312,-0.114,0.861,1.587,0.854,2.502
0.506,-0.161,0.870,1.648,1.343,2.747
0.307,-0.121,0.885,1.892,1.465,2.502
0.498,-0.153,0.851,1.831,1.648,2.625
0.343,-0.132,0.898,1.770,1.465,2.197
0.455,-0.138,0.834,1.526,1.465,2.197
0.401,-0.148,0.900,1.343,1.587,1.953
0.393,-0.126,0.834,1.038,1.465,2.014
0.461,-0.159,0.892,0.977,1.465,1.953
0.340,-0.114,0.848,0.793,1.282,1.892
0.505,-0.157,0.878,0.671,1.221,1.953
0.313,-0.110,0.874,0.610,0.916,2.075
0.513,-0.153,0.863,1.038,1.221,2.075
0.322,-0.122,0.895,1.526,1.465,1.831
0.480,-0.143,0.846,1.709,1.892,1.770
0.371,-0.137,0.903,1.770,2.197,1.343
0.434,-0.125,0.834,1.953,2.075,1.343
0.442,-0.148,0.898,1.892,1.526,1.404
0.375,-0.114,0.838,1.526,0.732,1.709
0.493,-0.156,0.886,1.160,0.793,1.648
0.327,-0.107,0.860,0.732,0.549,1.404
0.515,-0.152,0.873,0.732,0.977,1.465
0.310,-0.108,0.886,1.099,1.099,1.282
0.501,-0.142,0.858,1.587,1.465,1.221
0.341,-0.122,0.901,2.075,1.709,1.282
0.460,-0.134,0.839,2.625,1.770,1.709
0.401,-0.146,0.901,2.686,1.587,1.831
0.401,-0.128,0.831,2.441,1.465,2.075
0.463,-0.160,0.889,2.197,1.587,2.075
0.344,-0.119,0.845,1.648,1.221,1.770
0.504,-0.163,0.878,1.282,1.404,1.770
0.318,-0.122,0.890,1.404,1.038,1.465
0.482,-0.148,0.845,1.709,1.343,1.709
0.364,-0.143,0.901,1.770,1.221,1.465
0.433,-0.138,0.834,1.831,0.916,1.709
0.429,-0.160,0.899,1.892,0.916,1.709
0.374,-0.127,0.838,1.465,0.854,1.770
0.486,-0.164,0.886,1.343,0.977,1.770
0.326,-0.114,0.858,1.038,0.549,1.709
0.511,-0.162,0.872,1.038,0.793,1.831
0.307,-0.121,0.881,1.038,0.793,1.709
0.500,-0.159,0.853,1.099,1.160,1.831
0.338,-0.135,0.895,0.916,1.282,1.526
0.462,-0.142,0.837,0.610,1.343,1.709
0.391,-0.144,0.902,0.244,1.465,1.709
0.400,-0.121,0.837,-0.122,1.648,1.892
0.453,-0.147,0.899,0.183,1.648,2.136
0.342,-0.101,0.850,0.732,1.343,2.380
0.500,-0.146,0.882,1.404,1.526,2.502
0.312,-0.104,0.869,2.075,1.404,2.747
0.513,-0.151,0.862,2.625,1.648,2.930
0.322,-0.120,0.886,2.930,1.526,2.502
0.493,-0.149,0.840,3.052,1.770,2.197
0.371,-0.142,0.895,2.625,1.831,1.343
0.446,-0.137,0.829,1.953,1.587,1.160
0.431,-0.152,0.897,1.465,1.282,0.854
0.380,-0.121,0.840,1.160,1.099,0.916
0.482,-0.161,0.894,1.160,1.099,0.977
0.325,-0.114,0.864,1.160,0.916,1.221
0.510,-0.160,0.879,1.526,1.282,1.526
0.310,-0.116,0.883,1.892,1.282,1.953
0.505,-0.155,0.853,2.380,1.648,2.441
0.338,-0.131,0.892,2.441,1.709,2.686
0.472,-0.144,0.833,2.319,1.282,2.991
0.397,-0.153,0.896,1.892,0.977,2.930
0.418,-0.136,0.828,0.916,0.732,2.869
0.461,-0.163,0.892,0.610,0.183,2.380
0.354,-0.119,0.846,-0.183,-0.305,2.014
0.499,-0.163,0.886,-0.305,0.183,1.282
0.311,-0.115,0.872,-0.061,0.366,0.854
0.506,-0.155,0.869,0.549,0.854,0.488
0.310,-0.113,0.893,1.038,1.099,0.183
0.482,-0.139,0.847,1.892,1.709,0.488
0.346,-0.130,0.900,2.502,1.892,0.549
0.430,-0.133,0.832,2.502,2.380,1.160
0.416,-0.153,0.895,2.319,2.686,1.892
0.380,-0.126,0.829,1.831,2.136,2.563
0.476,-0.162,0.884,1.587,1.282,2.747
0.333,-0.114,0.849,0.549,1.282,3.113
0.516,-0.158,0.871,0.244,1.343,3.235
0.317,-0.111,0.876,0.244,0.671,3.235
0.514,-0.147,0.858,0.610,0.732,3.357
0.340,-0.120,0.900,1.160,0.977,2.563
0.479,-0.136,0.845,1.831,1.099,2.197
0.393,-0.139,0.907,2.258,1.282,1.343
0.419,-0.127,0.837,2.502,1.160,0.916
0.454,-0.158,0.896,2.625,1.160,0.488
0.358,-0.122,0.840,2.136,0.854,0.183
0.503,-0.169,0.877,1.770,0.671,0.122
0.323,-0.123,0.861,1.221,0.000,0.366
0.517,-0.165,0.868,0.916,0.061,0.916
0.318,-0.123,0.889,0.549,0.488,1.221
0.492,-0.149,0.850,0.549,0.793,1.953
0.348,-0.132,0.902,0.549,0.671,2.258
0.440,-0.135,0.836,0.488,0.977,2.869
0.416,-0.148,0.898,0.549,1.099,2.930
0.383,-0.115,0.836,0.610,0.549,3.174
0.470,-0.150,0.894,0.916,0.305,3.113
0.329,-0.108,0.858,1.282,0.854,2.686
0.504,-0.156,0.880,2.136,1.221,2.319
0.307,-0.114,0.875,2.869,1.221,1.770
0.508,-0.154,0.850,3.113,1.831,1.343
0.332,-0.127,0.883,2.747,1.465,0.549
0.475,-0.142,0.829,2.319,0.977,0.427
0.381,-0.143,0.896,1.831,0.793,0.183
0.412,-0.132,0.832,1.465,0.793,0.366
0.439,-0.159,0.900,1.282,0.977,0.610
0.349,-0.120,0.849,1.099,0.793,1.221
0.485,-0.164,0.889,1.282,1.038,1.648
0.314,-0.118,0.867,1.099,1.343,1.953
0.516,-0.163,0.867,1.099,1.587,2.686
0.318,-0.120,0.887,1.160,1.343,3.052
0.502,-0.147,0.849,1.282,1.770,3.235
0.355,-0.132,0.900,1.770,1.831,3.235
0.450,-0.137,0.835,1.953,1.648,3.418
0.411,-0.152,0.901,2.014,2.075,2.869
0.392,-0.127,0.837,1.709,1.770,2.502
0.477,-0.163,0.892,1.709,1.587,2.075
0.342,-0.117,0.849,1.587,1.221,1.648
0.515,-0.163,0.871,1.587,1.160,1.343
0.320,-0.117,0.868,1.404,0.427,1.099
0.515,-0.158,0.853,1.282,0.488,1.160
0.328,-0.127,0.890,1.038,0.183,0.916
0.475,-0.146,0.841,1.221,0.366,0.793
0.370,-0.145,0.903,1.038,0.488,0.610
0.416,-0.133,0.836,0.916,0.610,0.977
0.432,-0.157,0.900,0.793,0.977,1.160
0.356,-0.121,0.843,0.549,1.038,1.709
0.487,-0.161,0.889,0.427,1.221,2.014
0.316,-0.114,0.865,0.488,1.099,2.258
0.510,-0.159,0.870,0.732,1.648,2.747
0.310,-0.118,0.882,1.160,1.648,2.686
0.498,-0.152,0.846,1.465,2.258,2.930
0.352,-0.134,0.893,1.343,2.014,2.686
0.458,-0.134,0.834,1.343,1.709,2.869
0.409,-0.141,0.903,1.221,1.526,2.625
0.396,-0.117,0.842,1.343,1.526,2.319
0.468,-0.155,0.900,2.075,1.465,2.075
0.339,-0.114,0.855,2.441,1.587,1.770
0.511,-0.166,0.876,2.747,1.770,1.343
0.319,-0.123,0.865,2.625,1.404,0.916
0.522,-0.165,0.849,2.014,1.221,0.916
0.342,-0.133,0.879,1.221,0.549,0.793
0.494,-0.149,0.836,0.854,-0.122,1.160
0.381,-0.138,0.904,0.244,-0.183,1.099
0.429,-0.124,0.843,0.305,0.061,1.099
0.432,-0.148,0.910,0.854,0.244,0.854
0.359,-0.113,0.852,1.282,0.427,1.160
0.482,-0.156,0.895,1.831,1.160,0.977
0.316,-0.112,0.862,2.136,1.099,1.099
0.510,-0.157,0.866,2.319,1.343,1.404
0.344,-0.127,0.846,1.526,1.404,2.014
0.506,-0.169,0.877,1.160,1.404,1.770
0.318,-0.119,0.871,0.854,1.526,1.648
0.518,-0.159,0.865,1.343,1.892,1.892
0.330,-0.126,0.896,1.709,1.587,1.953
0.492,-0.151,0.848,2.258,1.282,2.502
0.371,-0.145,0.902,2.502,1.099,2.441
0.435,-0.139,0.834,2.136,1.282,2.258
0.432,-0.159,0.898,1.587,1.343,1.709
0.371,-0.125,0.837,0.854,1.221,1.343
0.490,-0.162,0.886,0.610,1.038,1.343
0.327,-0.110,0.856,0.427,0.549,1.282
0.512,-0.154,0.870,0.916,0.549,1.465
0.311,-0.112,0.879,1.160,0.610,1.404
0.500,-0.150,0.852,1.709,1.099,1.770
0.333,-0.129,0.897,2.014,1.099,1.648
0.458,-0.141,0.837,2.014,1.526,1.648
0.393,-0.150,0.900,2.075,1.892,1.282
0.402,-0.132,0.833,1.709,1.587,1.465
0.458,-0.166,0.893,1.587,1.709,1.526
0.348,-0.124,0.846,1.221,1.526,1.709
0.508,-0.168,0.883,0.977,1.526,2.014
0.320,-0.120,0.867,0.977,1.038,2.380
0.516,-0.164,0.862,1.099,0.610,2.502
0.321,-0.126,0.889,0.916,0.793,2.014
0.489,-0.151,0.846,1.038,0.977,1.953
0.364,-0.139,0.900,1.404,0.977,1.526
0.438,-0.136,0.836,1.404,1.099,1.465
0.428,-0.153,0.900,1.465,1.221,1.160
0.379,-0.120,0.837,1.343,1.038,1.282
0.487,-0.159,0.888,1.587,0.854,1.282
0.331,-0.114,0.856,1.404,0.488,1.526
0.514,-0.161,0.872,1.587,0.488,1.648
0.312,-0.118,0.877,1.526,0.610,1.587
0.506,-0.157,0.853,1.526,0.854,1.465
0.333,-0.130,0.895,1.404,0.916,0.977
0.463,-0.140,0.840,1.282,1.404,1.038
0.389,-0.144,0.904,1.221,1.465,0.977
0.405,-0.127,0.838,1.465,1.221,1.587
0.451,-0.157,0.897,1.709,1.343,1.953
0.349,-0.119,0.846,1.831,1.282,2.136
0.500,-0.166,0.880,1.953,1.465,2.563
0.317,-0.120,0.863,1.648,1.160,2.686
0.516,-0.165,0.860,1.587,1.099,2.625
0.321,-0.129,0.883,1.465,0.916,2.136
0.495,-0.154,0.843,1.099,1.038,1.892
0.362,-0.141,0.898,0.977,0.732,1.526
0.442,-0.136,0.835,1.099,0.549,1.526
0.419,-0.151,0.903,1.160,0.916,1.221
0.375,-0.123,0.843,1.404,1.038,1.465
0.473,-0.163,0.895,1.892,1.282,1.160
0.327,-0.121,0.855,1.892,1.099,1.160
0.510,-0.169,0.871,2.136,1.343,1.160
0.312,-0.124,0.872,1.953,1.343,1.099
0.510,-0.162,0.850,1.526,1.404,1.343
0.337,-0.135,0.891,1.221,1.160,1.465
0.470,-0.148,0.839,1.099,0.854,1.770
0.387,-0.146,0.902,0.854,0.977,1.953
0.411,-0.130,0.838,0.916,0.916,2.441
0.445,-0.158,0.901,1.160,0.793,2.625
0.351,-0.119,0.847,1.038,0.977,2.625
0.496,-0.165,0.883,1.221,1.221,2.441
0.315,-0.117,0.865,1.160,1.221,1.953
0.516,-0.163,0.863,1.160,1.709,1.770
0.320,-0.125,0.883,1.282,1.465,1.404
0.499,-0.151,0.844,1.221,1.587,1.221
0.362,-0.131,0.897,1.038,1.343,0.977
0.447,-0.130,0.836,1.343,0.854,1.404
0.413,-0.148,0.902,1.709,0.671,1.831
0.380,-0.122,0.840,1.770,0.793,2.075
0.476,-0.163,0.891,1.770,0.916,1.953
0.335,-0.120,0.854,1.770,0.488,2.197
0.513,-0.165,0.878,1.587,0.854,2.075
0.316,-0.121,0.876,1.465,1.099,1.648
0.508,-0.161,0.857,1.587,1.282,1.709
0.328,-0.131,0.889,1.465,1.465,1.099
0.473,-0.146,0.836,1.343,1.526,0.916
0.378,-0.144,0.899,1.404,1.282,0.671
0.411,-0.129,0.838,1.465,1.221,0.977
0.442,-0.158,0.902,1.892,1.404,1.099
0.353,-0.128,0.848,2.441,1.038,1.892
0.493,-0.174,0.883,2.686,1.160,2.319
0.321,-0.128,0.857,2.319,1.221,2.441
0.519,-0.173,0.859,2.014,1.221,2.747
0.320,-0.130,0.876,1.221,0.793,2.502
0.501,-0.159,0.843,0.549,1.038,2.502
0.353,-0.140,0.898,0.244,0.854,2.014
0.447,-0.141,0.840,0.183,0.854,1.953
0.409,-0.154,0.907,0.488,1.038,1.221
0.384,-0.127,0.844,0.671,1.160,1.160
0.467,-0.161,0.896,0.916,1.404,1.038
0.334,-0.117,0.849,0.854,1.343,1.038
0.506,-0.165,0.874,1.160,1.404,1.282
0.310,-0.117,0.870,1.160,1.343,1.343
0.510,-0.158,0.857,1.099,1.709,1.892
0.330,-0.126,0.894,1.343,1.343,2.197
0.479,-0.143,0.842,1.526,1.343,3.113
0.378,-0.140,0.902,1.648,1.221,3.174
0.422,-0.130,0.836,1.648,1.343,3.357
0.441,-0.156,0.898,1.831,1.282,3.052
0.360,-0.119,0.843,1.770,1.038,2.747
0.491,-0.162,0.886,1.953,1.526,2.136
0.322,-0.115,0.862,1.953,2.014,1.526
0.516,-0.162,0.867,2.197,2.319,1.343
0.322,-0.125,0.880,2.502,1.831,1.099
0.508,-0.158,0.844,2.686,1.648,1.404
0.355,-0.142,0.892,2.441,1.160,1.282
0.461,-0.149,0.833,1.709,0.977,1.526
0.411,-0.156,0.898,1.343,0.916,1.221
0.395,-0.128,0.838,0.854,0.488,1.404
0.466,-0.161,0.897,0.732,0.732,1.221
0.337,-0.117,0.858,0.671,0.732,1.587
0.505,-0.164,0.884,1.343,1.099,1.709
0.311,-0.119,0.875,1.465,0.977,1.831
0.511,-0.163,0.857,1.770,1.587,2.014
0.327,-0.133,0.884,1.648,1.709,1.892
0.483,-0.154,0.834,1.526,1.587,2.197
0.372,-0.147,0.895,1.038,1.404,2.136
0.423,-0.138,0.831,0.732,1.282,2.380
0.434,-0.159,0.899,0.793,1.282,2.380
0.327,-0.115,0.861,1.343,0.671,2.380
0.519,-0.162,0.868,1.770,0.793,2.197
0.317,-0.120,0.882,1.831,0.549,1.587
0.503,-0.157,0.851,2.136,0.854,1.221
0.346,-0.137,0.898,2.258,1.099,0.366
0.456,-0.142,0.837,2.075,1.099,0.061
0.400,-0.150,0.900,2.075,1.099,-0.183
0.394,-0.129,0.834,1.709,0.977,0.122
0.459,-0.163,0.891,1.465,0.977,0.610
0.336,-0.123,0.845,1.160,0.977,1.038
0.501,-0.169,0.876,0.977,1.404,1.648
0.310,-0.120,0.870,0.854,1.282,2.014
0.509,-0.163,0.862,0.977,1.587,2.686
0.323,-0.130,0.893,1.160,1.831,2.869
0.486,-0.151,0.845,1.587,2.075,3.174
0.376,-0.145,0.905,1.892,1.770,3.174
0.439,-0.140,0.833,2.197,1.648,3.601
0.443,-0.161,0.895,2.319,1.160,3.357
0.376,-0.133,0.834,1.892,0.854,3.113
0.490,-0.173,0.883,1.099,0.916,2.441
0.325,-0.125,0.857,0.366,0.793,1.587
0.512,-0.164,0.872,0.305,0.977,0.977
0.310,-0.115,0.883,0.427,1.038,0.549
0.500,-0.149,0.856,0.916,1.404,0.610
0.337,-0.130,0.899,1.770,1.526,0.793
0.453,-0.143,0.837,2.380,1.709,1.343
0.397,-0.154,0.896,2.686,1.892,1.404
0.399,-0.135,0.830,2.441,1.404,2.075
0.461,-0.167,0.887,1.953,1.221,2.441
0.347,-0.126,0.843,1.221,1.221,2.686
0.508,-0.170,0.875,0.854,1.038,2.930
0.316,-0.119,0.869,0.366,0.427,2.686
0.517,-0.161,0.862,0.366,0.793,2.563
0.325,-0.125,0.892,0.610,0.854,2.075
0.489,-0.148,0.850,0.916,1.221,1.892
0.370,-0.140,0.907,1.343,1.465,1.343
0.436,-0.137,0.842,1.831,1.770,1.343
0.436,-0.159,0.902,2.258,1.770,1.160
0.381,-0.128,0.836,2.441,1.465,1.282
0.493,-0.170,0.880,2.075,1.221,1.465
0.333,-0.126,0.848,1.343,0.854,1.709
0.516,-0.171,0.864,0.671,0.610,1.770
0.313,-0.123,0.874,-0.183,0.427,1.709
0.501,-0.153,0.853,-0.427,0.732,1.892
0.339,-0.125,0.898,-0.122,0.793,1.770
0.462,-0.132,0.846,0.549,0.793,2.319
0.390,-0.140,0.908,1.709,0.671,2.563
0.400,-0.127,0.838,2.441,0.977,2.747
0.453,-0.163,0.894,2.747,1.282,2.563
0.345,-0.123,0.843,2.625,1.221,2.380
0.502,-0.170,0.875,2.380,1.709,1.892
0.318,-0.122,0.861,1.831,1.709,1.465
0.520,-0.163,0.856,1.587,1.526,1.282
0.326,-0.125,0.885,1.404,0.916,0.977
0.495,-0.150,0.843,1.648,0.977,1.221
0.367,-0.142,0.902,1.831,0.732,1.038
0.437,-0.141,0.839,2.014,0.549,1.343
0.423,-0.162,0.904,2.014,0.732,1.282
0.374,-0.135,0.841,1.892,0.916,1.282
0.483,-0.176,0.889,1.953,1.221,1.343
0.332,-0.130,0.855,1.465,1.099,1.587
0.515,-0.174,0.870,1.221,1.221,2.136
0.313,-0.129,0.875,0.916,1.221,2.380
0.506,-0.167,0.850,0.732,1.343,2.686
0.338,-0.139,0.890,0.427,0.977,2.441
0.467,-0.148,0.836,0.427,0.793,2.686
0.389,-0.150,0.901,0.366,0.793,2.380
0.404,-0.130,0.837,0.427,1.038,2.319
0.449,-0.157,0.899,0.610,1.160,2.075
0.345,-0.114,0.851,1.160,1.465,1.892
0.496,-0.159,0.884,1.709,1.709,1.892
0.318,-0.115,0.866,2.014,1.587,1.892
0.516,-0.163,0.859,2.441,1.526,1.770
0.323,-0.129,0.881,2.319,0.916,1.648
0.496,-0.157,0.836,1.892,0.916,1.709
0.360,-0.142,0.891,1.404,0.732,1.221
0.436,-0.137,0.830,0.916,0.671,1.343
0.416,-0.152,0.900,0.671,0.977,1.343
0.374,-0.121,0.842,0.671,0.916,1.587
0.474,-0.160,0.898,1.099,1.160,1.831
0.326,-0.117,0.864,1.709,1.587,2.258
0.511,-0.168,0.879,2.319,2.502,2.563
0.316,-0.127,0.875,2.686,2.563,2.563
0.520,-0.167,0.847,2.563,2.686,2.686
0.351,-0.140,0.884,2.075,1.953,2.380
0.483,-0.150,0.832,1.526,1.221,2.686
0.398,-0.150,0.899,1.160,0.793,2.380
0.416,-0.133,0.838,0.916,0.549,2.197
0.452,-0.161,0.902,1.160,0.732,1.831
0.351,-0.122,0.849,1.221,0.610,1.465
0.496,-0.167,0.883,1.404,0.977,0.977
0.314,-0.121,0.862,1.587,0.977,0.610
0.514,-0.164,0.858,1.465,1.099,0.488
0.316,-0.123,0.881,1.526,0.854,0.549
0.492,-0.150,0.843,1.526,0.977,1.099
0.357,-0.136,0.897,2.014,1.099,1.465
0.443,-0.139,0.836,2.319,1.099,2.075
0.418,-0.157,0.901,2.441,1.099,2.258
0.383,-0.131,0.837,2.075,0.977,2.380
0.478,-0.172,0.889,2.258,1.404,2.075
0.336,-0.128,0.851,1.648,1.038,1.892
0.511,-0.170,0.873,1.343,0.977,1.892
0.313,-0.122,0.875,1.160,1.038,1.587
0.506,-0.162,0.856,1.221,1.526,1.831
0.327,-0.136,0.896,1.587,1.587,1.831
0.470,-0.154,0.839,1.587,2.136,2.075
0.388,-0.154,0.900,1.526,2.075,1.892
0.420,-0.139,0.834,1.526,1.404,2.441
0.455,-0.167,0.894,1.221,1.404,2.563
0.363,-0.127,0.842,1.282,1.099,2.686
0.501,-0.168,0.882,1.343,0.854,2.747
0.325,-0.121,0.863,1.404,0.793,2.625
0.521,-0.165,0.866,1.526,0.916,2.502
0.322,-0.127,0.884,1.526,0.610,2.197
0.500,-0.157,0.847,1.709,0.793,2.014
0.357,-0.141,0.897,1.465,1.038,1.282
0.449,-0.144,0.835,1.465,0.916,1.099
0.412,-0.158,0.900,1.282,1.099,0.732
0.388,-0.132,0.836,0.977,1.282,0.549
0.475,-0.167,0.890,1.221,1.221,0.549
0.307,-0.120,0.871,1.526,0.671,1.953
0.507,-0.165,0.855,1.526,0.916,2.625
0.326,-0.134,0.891,1.709,1.038,2.625
0.475,-0.152,0.839,1.831,1.465,2.808
0.382,-0.154,0.898,1.648,1.526,2.625
