aX,aY,aZ,gX,gY,gZ
0.086,-0.063,1.059,-0.305,1.404,1.953
-0.066,-0.057,1.107,1.892,0.732,2.258
0.040,-0.036,0.940,0.732,2.075,1.892
0.078,-0.005,0.842,0.366,1.221,1.770
-0.065,-0.028,0.884,1.282,1.648,1.648
-0.017,0.000,0.930,0.732,1.099,1.709
0.030,-0.018,0.961,-0.488,1.587,2.380
0.007,-0.092,1.198,2.502,0.610,2.258
-0.034,0.047,0.699,0.000,0.610,1.587
0.006,0.036,0.852,1.343,2.197,1.648
0.073,-0.106,1.084,3.540,0.671,1.831
0.182,-0.073,1.211,0.122,0.916,2.197
-0.030,-0.071,0.989,1.709,1.526,3.235
-0.062,0.046,0.533,1.953,1.160,3.601
0.078,-0.007,0.964,0.916,3.601,3.723
0.050,-0.069,1.218,0.916,-0.488,3.906
-0.030,0.002,0.911,-0.061,1.038,3.662
-0.055,-0.002,0.805,2.808,1.831,3.113
-0.063,-0.005,0.841,1.221,1.221,2.380
0.127,-0.047,1.031,0.793,1.648,2.380
0.013,-0.063,1.119,1.648,0.427,2.563
-0.011,-0.083,1.064,1.221,1.526,2.563
0.038,-0.007,0.815,1.709,1.038,2.563
-0.033,0.005,0.792,0.793,1.221,2.625
0.184,-0.088,1.145,0.793,1.343,2.563
0.011,-0.108,1.261,0.793,0.427,1.953
-0.112,-0.027,0.899,2.808,1.831,0.732
0.003,0.097,0.422,0.122,2.136,0.122
0.105,-0.034,0.962,0.122,1.770,0.244
0.172,-0.109,1.227,1.770,0.549,0.549
-0.040,0.004,0.947,-0.671,-0.427,0.854
-0.008,-0.068,0.997,1.892,2.625,0.732
-0.060,0.008,0.639,2.014,0.732,-0.122
0.010,0.017,0.884,-0.061,2.441,-0.854
-0.013,-0.091,1.182,0.610,0.366,0.732
-0.135,-0.017,0.915,1.648,1.465,0.916
0.053,-0.039,0.855,0.122,1.404,1.404
0.012,-0.085,1.233,1.953,0.549,1.343
-0.042,0.052,0.640,-0.671,1.831,1.160
-0.058,0.071,0.547,1.831,2.258,0.549
-0.089,0.007,0.830,2.625,1.770,0.061
0.112,-0.084,1.236,-0.244,1.404,0.549
0.062,-0.071,1.152,2.380,0.305,1.404
-0.055,-0.003,0.845,-0.305,1.953,2.380
-0.032,-0.025,0.904,1.831,0.305,2.808
-0.074,0.026,0.725,0.732,0.916,2.258
0.081,-0.034,1.046,0.671,2.197,1.038
0.135,-0.120,1.239,2.869,1.221,0.183
-0.008,0.000,0.838,-0.366,0.793,0.366
-0.031,-0.053,0.901,2.075,1.221,1.526
0.074,0.016,0.794,0.916,1.099,1.953
-0.020,-0.029,0.900,0.305,1.404,1.648
0.102,0.016,0.870,1.526,1.160,1.465
-0.064,-0.054,0.903,0.977,0.549,1.221
0.103,-0.030,1.097,0.549,2.441,1.404
0.068,-0.098,1.162,0.183,1.221,1.465
-0.017,-0.058,1.077,2.441,1.038,1.465
-0.054,0.053,0.580,0.122,1.038,2.319
0.108,-0.044,0.965,1.587,1.831,2.930
0.054,-0.009,0.958,0.977,0.122,3.235
-0.096,0.013,0.791,0.244,0.671,3.052
0.125,-0.028,0.954,1.953,2.197,2.808
0.151,-0.148,1.393,1.343,1.160,2.686
0.074,-0.139,1.227,2.136,1.465,2.625
-0.072,0.085,0.565,0.122,0.366,2.869
-0.051,0.045,0.661,2.197,2.380,3.418
0.043,-0.046,0.927,1.465,0.244,3.601
0.200,-0.148,1.457,0.488,1.831,3.113
-0.045,-0.074,1.047,1.038,0.549,3.296
-0.023,0.063,0.598,0.793,1.465,3.113
0.004,-0.031,0.897,2.930,2.014,2.747
0.165,-0.051,1.065,0.732,0.366,2.197
-0.027,-0.053,1.128,-0.488,0.732,2.014
-0.014,-0.075,0.974,2.625,1.709,2.075
-0.006,-0.005,0.824,0.610,1.038,1.587
0.037,-0.011,0.963,0.793,1.465,1.526
0.058,-0.020,0.902,1.526,0.854,1.465
0.068,-0.024,0.970,0.977,1.648,1.160
-0.011,-0.068,1.077,0.977,0.916,1.404
-0.042,-0.056,0.980,1.587,0.793,1.465
-0.168,0.019,0.894,0.183,1.465,1.526
0.128,-0.084,1.096,1.099,2.441,1.648
0.045,-0.075,1.164,2.075,-0.061,1.282
-0.017,0.034,0.721,-0.366,0.732,1.404
0.011,-0.018,0.820,2.014,1.526,2.075
0.071,-0.081,1.093,2.258,1.343,1.587
0.193,-0.125,1.316,-0.427,1.770,1.404
0.043,-0.149,1.285,2.136,0.977,1.831
-0.065,0.036,0.612,0.183,0.793,2.136
0.001,-0.028,0.840,1.709,1.770,1.831
0.109,0.004,0.862,0.549,1.099,1.404
-0.033,-0.065,0.984,0.610,0.427,1.160
0.005,-0.018,0.985,0.916,1.831,0.916
-0.005,-0.074,1.096,0.244,0.977,1.343
0.056,-0.038,1.140,1.770,1.465,0.732
0.026,-0.060,0.955,0.183,1.648,0.732
-0.039,-0.024,0.978,2.258,0.610,0.732
0.022,0.023,0.713,0.122,1.465,1.160
0.053,-0.011,0.919,1.526,0.549,1.770
0.014,0.014,0.934,1.343,1.221,2.136
0.050,-0.087,1.002,1.099,1.282,2.136
0.103,-0.053,1.184,2.014,0.793,1.648
-0.029,0.018,0.762,-0.610,0.854,2.075
-0.023,0.004,0.746,2.441,1.282,2.502
-0.079,-0.038,0.917,1.953,0.916,1.831
0.073,-0.046,1.175,0.183,1.343,1.282
0.054,-0.124,1.194,1.770,1.160,1.465
-0.022,0.016,0.740,1.099,0.122,1.709
-0.018,0.016,0.761,1.404,2.136,1.953
0.030,-0.032,0.902,1.160,0.732,2.197
0.054,-0.083,1.223,0.183,1.587,2.075
-0.006,-0.075,1.050,2.075,0.793,1.892
-0.054,0.036,0.744,0.000,1.038,1.526
0.119,-0.039,0.962,1.282,2.136,1.404
0.023,-0.092,1.190,1.648,1.038,1.221
-0.005,-0.012,0.924,0.244,1.404,1.282
-0.029,-0.006,0.811,1.038,1.099,1.709
0.035,-0.020,0.991,1.526,1.160,1.892
0.127,-0.084,1.154,1.465,1.160,1.709
-0.008,-0.047,1.073,0.671,0.977,1.587
-0.052,0.011,0.794,1.953,1.038,1.770
-0.069,-0.020,0.867,1.221,0.916,1.953
0.097,-0.055,1.042,1.282,1.282,1.953
0.013,-0.066,1.085,1.160,1.038,1.831
-0.004,-0.029,0.919,0.671,1.526,1.343
-0.003,-0.025,0.840,1.404,1.648,1.038
0.024,0.000,0.796,0.427,1.282,0.671
0.024,-0.030,0.881,1.099,1.221,0.366
0.091,0.004,0.890,0.488,1.282,0.549
-0.010,-0.029,0.946,0.854,1.099,1.160
-0.057,-0.020,1.051,1.343,1.160,1.526
0.086,-0.055,1.089,0.122,1.770,2.258
-0.009,-0.055,1.000,2.258,0.122,2.441
0.030,0.016,0.836,0.000,1.831,2.747
0.017,-0.058,1.152,0.916,0.732,3.174
-0.027,0.032,0.754,1.648,1.038,2.014
-0.042,-0.001,0.724,2.869,2.258,0.793
0.077,-0.046,1.004,0.488,1.465,0.427
0.113,-0.085,1.278,-0.366,1.099,1.404
0.036,-0.057,1.059,3.662,0.183,1.648
0.012,-0.068,0.910,-0.122,1.953,1.526
0.119,-0.030,1.030,0.610,0.854,1.465
-0.032,-0.048,0.948,0.916,1.526,1.709
-0.012,-0.009,0.797,1.770,0.610,1.404
0.089,-0.017,0.920,0.061,1.953,1.587
0.023,-0.079,1.210,0.610,-0.305,2.258
0.126,-0.112,1.202,1.953,1.953,2.258
-0.005,0.028,0.768,1.038,0.916,1.648
-0.045,-0.006,0.679,1.343,2.563,1.770
0.117,-0.024,1.076,0.916,0.610,2.625
0.022,-0.108,1.251,1.282,0.793,3.052
-0.012,-0.052,0.961,2.258,1.160,2.930
0.002,0.035,0.722,0.366,1.221,2.563
-0.010,-0.039,0.945,2.014,1.343,2.502
0.006,-0.093,1.187,2.563,0.610,0.916
0.032,0.012,0.764,-0.854,1.343,0.854
-0.034,0.008,0.799,1.770,1.587,1.160
-0.080,-0.007,0.838,1.770,1.160,0.916
0.104,-0.044,1.050,0.061,1.160,0.916
0.046,-0.080,1.177,1.648,0.183,1.465
-0.012,-0.025,0.924,0.305,0.732,1.648
0.011,-0.022,0.846,1.343,1.343,2.380
0.047,-0.003,0.850,0.916,0.488,2.258
0.039,-0.038,0.979,0.793,0.916,2.258
0.086,-0.008,0.897,1.221,1.404,2.075
-0.108,-0.021,0.809,1.282,1.587,1.831
0.064,0.020,0.812,0.793,1.587,2.014
-0.030,-0.021,0.978,0.427,0.916,2.502
0.123,-0.080,1.201,2.686,1.587,2.380
0.013,-0.009,1.062,-0.305,0.305,1.953
-0.136,0.005,0.754,2.502,1.770,1.770
-0.046,0.046,0.522,1.343,1.709,2.258
0.109,-0.043,1.063,1.160,2.563,2.869
0.091,-0.092,1.185,2.197,0.061,3.113
0.051,-0.069,1.188,-0.061,0.305,2.808
-0.043,-0.021,0.911,1.648,1.709,3.235
-0.105,0.019,0.596,1.526,0.488,2.686
0.080,-0.035,1.051,1.343,2.686,2.014
0.028,-0.077,1.164,0.305,-0.061,2.380
0.025,-0.031,1.037,0.244,1.038,2.197
-0.028,-0.019,0.765,2.136,1.648,1.648
-0.056,-0.013,0.907,0.488,0.916,1.221
0.103,-0.084,1.127,1.099,1.526,1.221
-0.076,-0.049,1.065,1.465,0.549,1.526
0.037,-0.056,0.999,0.671,2.136,1.465
-0.043,-0.012,0.977,1.343,0.549,1.648
0.033,-0.042,1.011,1.404,1.587,1.648
0.047,-0.089,1.110,2.075,1.038,1.221
0.016,0.018,0.764,-0.854,1.465,1.892
-0.045,-0.018,0.801,2.930,1.160,2.441
0.000,-0.038,0.971,1.587,0.916,1.831
0.040,-0.028,1.080,-1.038,1.282,1.770
0.023,-0.065,1.151,2.869,0.977,1.526
0.068,-0.094,1.066,0.732,1.465,1.282
-0.087,-0.030,1.035,0.671,0.427,1.526
0.080,-0.109,0.990,1.404,1.526,2.197
0.030,-0.053,1.205,2.197,0.244,2.258
-0.065,0.065,0.586,-0.854,1.404,2.014
0.075,-0.003,0.759,2.441,2.930,1.953
0.129,-0.112,1.249,3.113,0.366,0.977
-0.012,-0.009,0.990,-1.343,1.160,1.099
0.013,-0.016,0.780,0.610,1.343,2.441
0.055,-0.026,0.916,2.319,0.793,2.380
0.018,-0.024,0.949,0.183,1.099,1.526
0.055,-0.031,1.035,0.854,1.343,1.465
0.034,-0.111,1.227,1.526,1.404,1.404
0.044,-0.090,1.147,1.282,1.221,1.526
-0.035,0.042,0.631,0.732,0.610,1.465
-0.033,0.022,0.722,1.221,1.953,1.892
0.156,-0.055,1.018,1.099,0.610,2.197
-0.028,-0.082,1.236,0.916,0.854,1.892
-0.022,-0.053,0.937,1.526,1.892,1.526
-0.023,0.010,0.793,1.221,1.099,1.038
0.092,-0.027,0.988,1.160,1.587,1.221
0.045,-0.026,0.998,1.282,0.732,1.953
-0.026,-0.015,0.836,1.709,1.404,2.380
-0.065,0.018,0.822,0.671,1.587,2.319
0.074,-0.071,1.149,1.160,1.709,2.808
0.144,-0.117,1.305,1.831,1.099,2.502
-0.030,-0.017,0.943,-0.183,0.366,2.380
-0.061,-0.006,0.794,1.831,1.221,2.563
-0.035,-0.009,0.850,0.977,0.671,2.502
0.069,-0.105,1.131,1.526,1.404,2.197
0.064,-0.079,1.128,2.075,1.099,2.075
0.001,0.003,0.796,-0.183,1.038,2.014
0.002,-0.012,0.801,1.587,1.953,2.197
0.068,-0.004,0.930,1.526,1.221,1.648
0.045,-0.042,0.952,0.916,1.038,1.038
0.066,-0.001,0.915,0.549,1.404,1.221
-0.035,-0.039,0.894,1.953,0.977,0.977
-0.038,0.001,0.887,0.061,1.709,0.732
0.119,-0.077,1.217,-0.244,1.831,1.404
0.035,-0.093,1.137,2.930,0.427,1.343
0.008,0.016,0.740,-0.732,0.977,1.587
-0.006,-0.013,0.924,0.793,1.038,2.502
0.003,0.003,0.793,2.441,0.732,2.563
0.016,-0.011,0.857,0.854,1.831,2.380
0.066,0.011,0.899,1.038,0.854,2.502
-0.031,-0.068,1.001,1.526,0.732,3.113
0.076,-0.032,1.119,1.465,1.221,2.930
-0.000,0.011,0.830,-0.671,1.160,2.869
-0.036,-0.001,0.801,2.625,1.160,3.113
-0.107,0.005,0.818,1.587,1.099,2.563
0.151,-0.066,1.183,1.038,2.258,2.319
-0.018,-0.078,1.131,1.648,0.366,2.258
-0.017,0.024,0.780,1.099,0.732,2.136
0.016,-0.029,0.830,2.075,1.404,2.319
0.000,-0.047,1.028,1.404,1.160,2.380
0.048,-0.100,1.140,0.488,1.465,2.258
0.026,-0.065,1.012,1.160,0.977,2.380
-0.036,0.006,0.858,0.671,1.282,2.441
-0.012,0.002,0.767,1.282,1.648,2.197
0.109,-0.028,0.935,1.526,1.770,2.136
0.165,-0.084,1.223,0.732,0.732,2.197
-0.018,-0.057,1.078,-0.427,1.526,2.686
-0.032,-0.002,0.847,2.563,0.916,2.991
-0.008,0.030,0.723,0.916,1.343,2.808
0.074,-0.026,0.938,0.427,1.221,3.174
0.201,-0.060,1.159,1.770,1.160,3.357
-0.054,-0.048,1.003,0.671,0.977,3.601
-0.017,-0.008,0.779,3.479,1.160,3.601
0.072,0.013,0.848,2.319,1.343,3.723
0.006,-0.025,0.860,0.366,0.671,4.089
0.154,-0.015,0.966,0.305,1.343,4.395
-0.052,-0.125,1.230,1.526,-0.122,4.333
0.013,-0.100,1.158,2.625,2.014,3.784
-0.034,0.064,0.576,1.282,1.160,3.235
-0.011,0.023,0.727,1.404,2.563,2.869
0.158,-0.040,0.934,-0.061,0.854,2.808
-0.049,-0.086,1.234,0.427,0.244,2.441
-0.005,-0.079,0.939,1.709,1.953,1.953
0.004,0.009,0.793,0.610,0.854,1.282
0.050,-0.013,0.965,0.610,1.831,1.282
0.069,-0.041,0.962,1.038,0.610,1.282
0.064,-0.073,1.036,1.282,1.160,2.014
0.028,-0.076,1.165,2.014,0.977,1.953
0.008,0.023,0.808,-0.244,0.854,2.197
-0.026,0.017,0.721,1.709,1.404,2.258
-0.073,-0.017,0.838,1.770,1.099,1.892
0.118,-0.105,1.250,0.427,1.343,1.770
0.039,-0.063,1.131,0.977,0.854,2.014
-0.001,-0.015,0.843,1.099,1.343,2.014
0.004,0.010,0.778,0.916,2.258,2.258
0.061,-0.013,0.934,1.404,1.038,2.136
0.025,-0.041,0.991,0.793,1.343,2.075
0.061,0.010,0.873,0.732,1.404,2.136
-0.026,-0.019,0.922,0.977,1.221,2.502
0.179,-0.067,1.061,1.282,0.916,2.747
0.004,-0.080,1.178,0.000,1.038,2.930
-0.042,-0.037,0.944,2.136,0.549,2.686
-0.040,0.042,0.566,0.916,1.038,2.319
0.041,-0.018,0.964,1.343,1.587,2.563
0.061,-0.072,1.113,1.282,0.122,3.052
-0.025,-0.048,1.024,0.610,1.221,2.930
-0.129,-0.028,0.945,2.014,1.404,2.808
0.105,-0.037,0.984,0.427,2.075,2.686
0.034,-0.064,1.103,1.587,0.366,2.686
-0.003,0.030,0.771,0.793,1.465,2.563
-0.008,0.010,0.746,2.014,2.136,2.319
-0.022,-0.025,0.961,1.770,1.465,2.075
0.143,-0.135,1.316,0.732,1.099,2.686
0.034,-0.129,1.248,2.014,0.671,3.479
-0.043,0.065,0.630,0.000,0.488,4.028
-0.020,0.008,0.756,2.258,1.953,4.089
0.071,-0.039,1.000,1.465,0.549,3.845
0.059,-0.084,1.212,0.427,1.221,3.540
0.030,-0.076,0.978,1.587,1.343,3.479
-0.026,-0.005,0.873,1.343,0.671,2.869
-0.079,-0.002,0.847,0.977,1.404,1.831
0.122,-0.038,0.966,1.160,2.258,1.221
0.050,-0.088,1.202,1.343,0.977,0.671
0.022,0.024,0.774,-0.366,0.793,0.854
-0.026,0.000,0.734,2.014,1.282,1.221
-0.032,-0.025,0.930,0.854,1.892,0.793
0.169,-0.094,1.253,-0.671,1.770,0.793
0.041,-0.105,1.271,2.991,0.732,0.610
-0.029,0.059,0.609,-0.793,1.282,0.305
-0.024,0.054,0.721,1.404,1.953,0.427
-0.063,-0.042,0.757,2.625,0.305,0.488
0.088,-0.064,1.276,-0.183,1.038,0.427
0.110,-0.122,1.212,0.488,1.038,1.282
-0.002,0.013,0.865,1.770,0.732,1.160
0.001,-0.006,0.718,1.282,2.502,1.038
0.151,-0.011,0.949,0.305,0.061,1.404
-0.047,-0.109,1.237,1.038,0.793,1.221
-0.053,-0.067,0.993,2.136,1.770,0.488
0.061,-0.047,0.995,0.671,2.197,0.000
-0.077,-0.055,1.078,0.977,0.671,-0.122
0.034,-0.053,1.001,0.549,1.648,0.366
-0.005,-0.066,1.058,2.441,0.793,-0.183
0.033,0.016,0.696,-1.160,1.892,0.183
0.014,0.006,0.834,0.793,1.160,0.488
-0.044,-0.079,1.105,3.235,1.038,0.427
0.119,-0.053,1.047,-0.977,1.160,0.916
0.033,-0.085,1.163,1.831,0.427,1.526
-0.006,-0.002,0.788,1.282,0.977,1.465
0.012,0.027,0.666,0.671,1.770,1.343
-0.083,-0.036,0.853,2.380,0.854,1.404
0.082,-0.089,1.266,0.305,0.793,2.075
0.073,-0.093,1.215,1.099,0.854,3.052
-0.006,0.005,0.837,0.549,0.610,3.113
0.001,0.012,0.762,1.648,2.380,2.869
0.018,-0.025,0.976,1.526,0.671,2.441
0.061,-0.065,1.158,0.061,1.831,2.136
0.024,-0.057,1.030,2.625,0.916,1.770
-0.005,-0.051,1.019,0.977,1.587,1.343
0.076,-0.060,1.032,1.404,1.099,1.404
-0.031,-0.011,0.906,0.732,0.977,1.770
-0.002,-0.033,0.896,2.747,1.038,1.526
0.052,0.022,0.736,0.916,1.221,1.343
0.022,-0.040,0.995,1.160,1.221,1.587
0.023,0.004,0.865,1.282,0.732,1.648
-0.040,-0.051,0.918,0.793,1.343,1.282
0.156,-0.064,1.163,0.427,1.343,0.977
-0.084,-0.026,0.962,-0.610,0.610,0.977
-0.027,-0.013,0.835,2.136,1.648,0.854
-0.072,-0.014,0.918,0.977,0.854,0.427
0.100,-0.051,1.061,0.610,1.404,0.671
0.049,-0.062,1.075,1.648,0.732,1.099
0.012,-0.003,0.848,0.671,1.099,1.648
0.019,-0.024,0.870,2.014,1.282,2.258
0.006,-0.011,0.905,1.343,0.732,2.502
0.110,-0.055,1.066,1.038,1.221,2.563
0.009,-0.034,1.007,1.404,0.732,2.625
-0.081,-0.018,0.826,1.465,1.404,2.441
-0.077,-0.036,1.027,1.221,1.587,1.953
0.142,-0.141,1.281,1.099,1.892,1.709
0.004,-0.079,1.107,3.235,0.610,1.221
-0.036,0.027,0.625,0.000,1.465,1.709
0.016,0.003,0.846,-0.183,1.465,3.113
0.010,-0.008,0.888,0.977,0.793,3.296
0.073,-0.035,1.014,1.404,1.770,2.686
0.118,-0.068,1.230,0.916,0.366,2.380
-0.082,-0.055,1.039,-0.305,0.183,2.747
0.008,-0.048,1.021,2.136,1.770,2.808
0.013,0.036,0.705,0.305,1.160,2.625
-0.014,0.001,0.741,2.014,0.793,2.930
-0.110,0.004,0.954,1.221,0.977,3.235
0.036,-0.061,1.159,-0.061,1.892,3.479
0.047,-0.122,1.269,2.930,1.343,2.625
-0.030,0.050,0.640,0.549,0.427,1.831
-0.026,0.013,0.780,1.648,1.709,2.014
0.112,-0.031,0.898,2.136,0.854,2.625
0.009,-0.109,1.217,0.916,1.038,2.258
0.004,-0.082,1.045,1.709,1.526,2.197
0.000,0.028,0.737,0.366,1.221,2.136
0.031,-0.014,0.901,1.648,2.136,1.892
0.060,-0.052,1.053,1.770,0.793,1.770
0.039,-0.019,1.021,0.183,1.038,2.014
0.013,-0.008,0.852,1.343,1.343,2.197
0.025,-0.027,0.921,1.404,1.770,1.770
0.025,-0.014,0.981,0.671,0.488,1.648
0.004,-0.092,1.007,0.793,1.221,1.343
0.066,-0.048,1.134,1.343,1.404,0.610
0.044,-0.123,1.273,1.770,0.427,0.488
-0.016,0.034,0.737,0.244,0.916,0.488
-0.023,-0.008,0.762,1.892,2.319,0.671
0.031,-0.027,0.976,1.892,0.854,0.854
0.020,-0.070,1.159,0.061,1.465,0.793
0.025,-0.078,1.014,2.136,1.038,0.732
0.005,0.006,0.804,0.183,1.404,0.366
-0.052,-0.007,0.802,1.526,1.465,0.183
0.148,-0.065,1.007,1.831,1.831,0.427
0.022,-0.041,1.148,0.000,0.610,0.549
0.033,0.009,0.816,0.793,0.854,1.099
-0.011,-0.012,0.799,1.770,1.526,0.732
0.082,-0.053,1.097,0.549,1.648,0.244
0.105,-0.076,1.210,-0.183,1.526,0.610
-0.043,-0.030,0.983,2.686,0.488,0.732
-0.003,0.013,0.734,0.610,1.404,1.099
0.094,-0.005,0.878,0.122,1.526,1.892
-0.068,-0.058,1.145,3.052,0.671,1.648
0.069,-0.048,1.037,0.061,1.404,1.831
-0.010,-0.072,1.101,1.648,0.366,2.502
-0.016,0.016,0.813,1.099,0.793,2.747
0.018,-0.002,0.796,1.160,1.587,2.808
0.030,-0.060,1.056,2.380,0.916,2.197
0.010,-0.063,1.070,0.122,1.099,2.075
-0.011,-0.063,0.990,1.465,1.404,2.136
-0.010,0.015,0.791,0.549,1.587,1.709
-0.025,0.022,0.704,1.038,1.160,1.282
0.097,-0.044,0.952,1.831,1.770,1.221
0.108,-0.052,1.169,0.122,0.916,1.343
-0.003,-0.061,1.061,0.122,1.343,1.831
-0.097,-0.029,0.946,2.075,0.732,1.404
-0.138,0.056,0.700,-0.244,1.709,0.671
0.161,-0.073,1.087,2.197,2.075,0.671
0.016,-0.080,1.213,2.014,-0.244,0.793
-0.021,0.021,0.783,-0.793,0.488,1.770
-0.018,0.004,0.761,2.136,1.221,2.686
-0.168,-0.019,0.819,2.319,1.282,2.380
0.141,-0.049,1.111,-0.488,2.747,1.831
0.009,-0.090,1.192,2.075,-0.427,2.136
-0.075,0.010,0.820,-0.366,1.160,2.197
-0.111,-0.035,0.961,1.282,1.648,2.075
0.085,-0.089,1.094,2.380,1.648,1.282
0.044,-0.040,1.068,0.183,1.038,0.427
-0.021,0.021,0.737,0.183,1.282,0.732
-0.047,0.004,0.868,2.441,0.916,1.099
0.173,-0.095,1.131,1.770,1.648,1.038
0.116,-0.087,1.326,0.122,1.038,1.038
-0.060,-0.011,0.877,1.465,1.038,1.587
-0.060,0.042,0.575,1.953,0.916,2.380
0.080,-0.035,1.004,1.343,2.014,2.930
0.038,-0.073,1.192,1.709,-0.122,3.540
-0.040,-0.000,0.932,-0.244,0.671,3.418
-0.082,-0.018,0.875,2.380,1.770,2.991
-0.077,-0.023,0.902,1.343,1.343,1.831
0.071,-0.044,1.063,0.610,2.197,1.282
-0.033,-0.034,0.945,2.686,0.305,1.160
0.036,-0.014,0.837,0.488,2.258,1.099
0.059,-0.016,0.970,0.732,1.160,1.526
-0.031,-0.024,0.931,0.671,1.404,1.892
0.183,-0.073,1.121,1.160,1.587,1.526
0.021,-0.072,1.174,-0.122,1.221,1.160
-0.064,0.010,0.784,2.502,1.221,0.854
0.010,0.057,0.496,1.465,1.770,1.221
0.021,0.016,0.917,0.305,0.854,2.686
0.164,-0.091,1.098,2.930,0.793,3.601
0.062,-0.084,1.226,-0.183,0.305,3.296
-0.052,-0.076,1.068,0.793,1.587,3.723
-0.088,0.029,0.661,1.526,0.671,3.052
0.001,-0.014,0.926,0.732,2.502,2.258
0.096,-0.087,1.127,1.953,1.038,1.953
0.035,-0.028,1.068,-0.732,0.488,1.770
-0.084,-0.040,0.887,2.319,1.770,2.136
-0.064,-0.016,0.839,1.038,1.404,1.953
0.155,-0.059,1.129,0.122,2.014,1.831
-0.055,-0.093,1.154,2.502,0.305,1.831
0.002,-0.030,0.829,0.977,1.831,2.014
0.024,0.040,0.759,0.183,1.404,2.441
0.060,-0.057,0.998,1.831,0.854,3.235
0.124,-0.050,1.086,1.465,0.671,2.808
-0.019,0.002,0.839,-0.732,1.221,2.502
0.048,-0.044,0.902,3.113,1.099,2.075
0.038,-0.029,0.941,1.465,0.366,2.014
-0.053,-0.025,0.866,1.343,0.366,2.319
-0.106,-0.004,0.767,0.366,2.258,2.319
0.068,-0.087,1.190,0.793,1.892,2.014
0.087,-0.122,1.186,2.808,0.427,1.282
-0.012,-0.004,0.868,-0.854,1.099,1.160
-0.035,-0.016,0.876,0.488,1.038,2.136
-0.062,0.022,0.629,1.038,1.404,1.709
-0.005,0.024,0.922,0.977,1.648,0.854
0.150,-0.090,1.112,1.587,1.526,0.549
0.103,-0.076,1.259,0.610,0.305,0.671
-0.055,-0.031,0.911,1.221,1.343,1.648
-0.069,0.034,0.603,1.038,0.793,2.197
0.114,-0.038,1.044,0.732,2.441,1.953
0.034,-0.062,1.167,1.709,-0.122,1.648
-0.001,-0.020,0.939,-0.122,1.221,1.282
-0.017,-0.026,0.910,2.075,2.136,1.221
-0.030,0.005,0.808,1.343,1.038,1.099
0.098,-0.031,0.993,0.549,2.014,1.648
-0.016,-0.042,1.064,1.587,0.183,2.441
-0.030,-0.035,0.895,1.160,1.465,2.258
0.002,-0.029,0.940,0.916,1.648,2.258
-0.033,-0.027,0.865,1.648,0.427,2.197
-0.024,-0.021,0.927,0.671,1.343,1.770
0.065,-0.084,1.250,0.977,1.953,2.014
-0.006,-0.057,0.987,2.136,0.183,2.014
-0.047,0.049,0.542,0.244,1.160,2.380
-0.004,0.041,0.867,1.404,1.404,3.052
0.090,-0.110,1.052,2.563,1.038,2.563
0.190,-0.101,1.344,-0.244,2.075,1.526
-0.071,-0.057,0.976,0.854,0.916,1.709
-0.081,0.040,0.652,1.160,0.732,1.953
0.051,-0.008,0.877,0.488,2.319,2.380
0.098,-0.083,1.099,2.319,0.244,2.380
0.040,-0.031,1.102,-0.488,0.732,2.136
-0.064,-0.030,0.870,1.526,1.343,2.197
-0.052,-0.020,0.881,1.892,1.160,1.526
0.105,-0.028,1.014,-0.183,2.136,1.343
0.062,-0.022,0.964,1.953,0.366,1.404
0.060,-0.061,1.148,1.709,0.793,1.404
-0.013,0.027,0.752,0.488,0.793,1.221
-0.025,0.009,0.707,2.136,1.343,1.709
-0.076,-0.014,0.919,1.587,0.732,1.770
0.057,-0.062,1.156,-0.305,1.465,1.648
-0.013,-0.073,1.066,1.892,0.305,1.343
-0.033,0.007,0.830,1.099,1.343,0.854
0.068,-0.042,0.928,0.488,1.953,0.916
0.074,-0.039,0.999,1.709,0.427,0.916
-0.008,-0.032,0.902,0.732,1.892,0.488
0.101,-0.052,0.968,0.427,1.831,0.549
-0.040,-0.001,0.910,1.343,0.366,1.160
-0.203,0.008,0.737,0.854,1.404,1.648
-0.039,0.011,1.012,0.488,2.136,1.770
0.243,-0.147,1.312,2.747,1.892,1.221
-0.000,-0.113,1.312,2.014,-0.183,0.916
-0.124,0.052,0.635,0.305,1.709,2.014
-0.045,0.009,0.794,0.000,1.038,3.296
0.052,-0.113,1.231,3.052,0.427,3.113
0.068,-0.068,1.154,0.916,0.854,2.197
-0.034,-0.004,0.908,0.549,1.343,1.648
0.011,-0.023,0.748,2.625,1.709,1.282
0.030,-0.023,0.987,1.160,0.549,0.854
0.032,-0.076,1.132,0.427,1.099,1.099
0.027,-0.056,0.989,2.136,1.343,1.404
0.032,-0.004,0.842,0.732,1.282,0.916
-0.014,-0.010,0.836,0.916,1.404,1.099
0.080,-0.013,0.837,1.038,1.648,0.916
0.066,-0.068,0.929,1.526,1.221,-0.244
0.096,-0.049,1.054,0.427,1.770,-0.061
-0.036,-0.018,0.954,0.549,0.244,1.221
-0.126,-0.028,0.898,1.282,1.160,1.892
0.025,-0.052,1.066,1.160,0.793,1.648
0.027,-0.051,1.093,1.648,1.282,1.282
0.031,0.003,0.747,0.000,1.282,1.953
-0.001,-0.020,0.868,2.136,1.221,2.686
-0.072,-0.034,1.005,1.404,0.671,2.319
